,City,Date,Card Type,Exp Type,Gender,Amount,Country,Month,Year,Month_Year
22137,Hyderabad,19,Platinum,Grocery,F,167720, India,Mar,2014,Mar 2014
22138,Hyderabad,26,Gold,Grocery,F,82518, India,Mar,2014,Mar 2014
22139,Jaipur,23,Signature,Bills,M,179695, India,Sep,2014,Sep 2014
22140,Pune,4,Signature,Bills,F,244015, India,Sep,2014,Sep 2014
22141,Jaipur,20,Gold,Bills,M,43424, India,Mar,2015,Mar 2015
22142,Jaipur,4,Gold,Grocery,M,197232, India,Dec,2013,Dec 2013
22143,Chennai,4,Platinum,Grocery,M,228050, India,Feb,2014,Feb 2014
22144,Kolkata,7,Gold,Grocery,M,177286, India,Nov,2014,Nov 2014
22145,Hyderabad,21,Signature,Grocery,M,31059, India,Jul,2014,Jul 2014
22146,Chennai,11,Signature,Fuel,M,11264, India,Feb,2015,Feb 2015
22147,Kanpur,10,Gold,Fuel,F,251595, India,Jan,2015,Jan 2015
22148,Jaipur,11,Signature,Fuel,M,127257, India,Dec,2014,Dec 2014
22149,Surat,31,Gold,Bills,M,158171, India,Aug,2014,Aug 2014
22150,Kanpur,24,Platinum,Bills,F,203452, India,Feb,2015,Feb 2015
22151,Lucknow,12,Signature,Entertainment,M,56290, India,Dec,2013,Dec 2013
22152,Kanpur,23,Gold,Bills,M,4951, India,Dec,2013,Dec 2013
22153,Kolkata,2,Silver,Grocery,M,130349, India,Dec,2013,Dec 2013
22154,Lucknow,21,Platinum,Entertainment,F,218822, India,Nov,2013,Nov 2013
22155,Kolkata,23,Gold,Bills,M,275543, India,Dec,2013,Dec 2013
22156,Kolkata,13,Gold,Food,F,296740, India,Sep,2014,Sep 2014
22157,Pune,30,Signature,Fuel,F,182214, India,Apr,2014,Apr 2014
22158,Kanpur,29,Signature,Fuel,F,109587, India,Sep,2014,Sep 2014
22159,Jaipur,18,Signature,Grocery,M,246514, India,May,2015,May 2015
22160,Surat,21,Platinum,Fuel,M,223245, India,Aug,2014,Aug 2014
22161,Chennai,5,Silver,Food,M,38341, India,May,2014,May 2014
22162,Chennai,27,Silver,Fuel,F,74892, India,Oct,2014,Oct 2014
22163,Lucknow,31,Silver,Grocery,M,81385, India,Jan,2014,Jan 2014
22164,Kanpur,13,Platinum,Fuel,F,22618, India,Jun,2014,Jun 2014
22165,Chennai,23,Silver,Food,M,19471, India,Apr,2015,Apr 2015
22166,Pune,9,Signature,Fuel,F,199840, India,Jan,2015,Jan 2015
22167,Chennai,26,Signature,Fuel,M,214251, India,Sep,2014,Sep 2014
22168,Kolkata,16,Platinum,Entertainment,F,287069, India,Mar,2015,Mar 2015
22169,Surat,24,Platinum,Bills,M,208768, India,Dec,2014,Dec 2014
22170,Surat,10,Silver,Food,M,199571, India,Oct,2014,Oct 2014
22171,Pune,7,Signature,Grocery,F,73762, India,Aug,2014,Aug 2014
22172,Pune,7,Silver,Bills,F,257228, India,Jun,2014,Jun 2014
22173,Kolkata,23,Signature,Bills,M,220985, India,Jan,2015,Jan 2015
22174,Chennai,12,Gold,Food,F,127726, India,May,2014,May 2014
22175,Kanpur,3,Platinum,Bills,M,160365, India,Feb,2015,Feb 2015
22176,Lucknow,10,Platinum,Food,M,106450, India,Apr,2015,Apr 2015
22177,Hyderabad,21,Silver,Fuel,F,169381, India,Apr,2014,Apr 2014
22178,Lucknow,9,Silver,Fuel,F,173877, India,Oct,2014,Oct 2014
22179,Pune,26,Signature,Fuel,M,167827, India,Dec,2013,Dec 2013
22180,Surat,21,Signature,Fuel,F,84600, India,Apr,2015,Apr 2015
22181,Chennai,20,Silver,Food,F,21757, India,Aug,2014,Aug 2014
22182,Kolkata,11,Silver,Bills,F,239481, India,Sep,2014,Sep 2014
22183,Hyderabad,1,Silver,Food,M,278690, India,Jan,2015,Jan 2015
22184,Lucknow,3,Signature,Fuel,F,95117, India,Apr,2014,Apr 2014
22185,Pune,4,Platinum,Bills,M,82540, India,Feb,2015,Feb 2015
22186,Kolkata,6,Platinum,Fuel,F,111742, India,Feb,2015,Feb 2015
22187,Pune,27,Signature,Fuel,M,74668, India,Apr,2014,Apr 2014
22188,Kolkata,17,Silver,Grocery,F,138187, India,Oct,2014,Oct 2014
22189,Chennai,21,Platinum,Bills,M,102972, India,Feb,2015,Feb 2015
22190,Pune,19,Signature,Bills,M,29296, India,Oct,2014,Oct 2014
22191,Surat,26,Platinum,Food,F,2791, India,Feb,2014,Feb 2014
22192,Hyderabad,3,Silver,Bills,M,284284, India,Dec,2014,Dec 2014
22193,Jaipur,1,Silver,Fuel,F,265808, India,Nov,2014,Nov 2014
22194,Kanpur,17,Gold,Entertainment,M,38462, India,May,2014,May 2014
22195,Pune,4,Platinum,Fuel,M,51048, India,Dec,2014,Dec 2014
22196,Lucknow,16,Platinum,Grocery,F,256673, India,Feb,2014,Feb 2014
22197,Lucknow,10,Signature,Entertainment,M,86971, India,Jul,2014,Jul 2014
22198,Chennai,24,Platinum,Bills,M,47687, India,Nov,2013,Nov 2013
22199,Pune,15,Gold,Grocery,M,82057, India,Mar,2014,Mar 2014
22200,Kanpur,27,Platinum,Food,F,73859, India,Feb,2014,Feb 2014
22201,Kanpur,9,Gold,Grocery,F,299702, India,Apr,2015,Apr 2015
22202,Kanpur,21,Platinum,Entertainment,M,208728, India,Jan,2014,Jan 2014
22203,Pune,2,Gold,Entertainment,F,238144, India,Mar,2014,Mar 2014
22204,Kolkata,28,Signature,Entertainment,M,163918, India,Oct,2014,Oct 2014
22205,Hyderabad,10,Signature,Grocery,F,270402, India,Mar,2014,Mar 2014
22206,Chennai,27,Signature,Bills,F,40278, India,Aug,2014,Aug 2014
22207,Hyderabad,11,Silver,Grocery,M,237470, India,Jan,2015,Jan 2015
22208,Pune,27,Platinum,Food,F,211596, India,Dec,2014,Dec 2014
22209,Chennai,16,Signature,Bills,F,256018, India,Dec,2013,Dec 2013
22210,Hyderabad,29,Signature,Food,M,140224, India,Apr,2015,Apr 2015
22211,Hyderabad,16,Platinum,Bills,M,40302, India,Mar,2014,Mar 2014
22212,Hyderabad,24,Silver,Entertainment,F,297138, India,Jun,2014,Jun 2014
22213,Lucknow,22,Platinum,Grocery,F,272068, India,Apr,2014,Apr 2014
22214,Pune,11,Signature,Bills,M,14506, India,Jan,2014,Jan 2014
22215,Jaipur,21,Signature,Entertainment,M,198452, India,Aug,2014,Aug 2014
22216,Lucknow,5,Signature,Grocery,M,100476, India,Jan,2014,Jan 2014
22217,Chennai,22,Gold,Food,M,170154, India,Dec,2013,Dec 2013
22218,Jaipur,25,Platinum,Food,F,76182, India,May,2015,May 2015
22219,Surat,29,Signature,Bills,F,243930, India,Mar,2015,Mar 2015
22220,Pune,27,Signature,Fuel,F,144533, India,Apr,2014,Apr 2014
22221,Kolkata,20,Gold,Food,F,221106, India,Jan,2014,Jan 2014
22222,Kolkata,21,Signature,Entertainment,M,57785, India,Nov,2014,Nov 2014
22223,Jaipur,21,Gold,Food,F,158777, India,Mar,2015,Mar 2015
22224,Surat,26,Silver,Bills,F,226763, India,Oct,2014,Oct 2014
22225,Chennai,20,Gold,Entertainment,M,231493, India,Sep,2014,Sep 2014
22226,Kolkata,6,Gold,Fuel,M,238445, India,Jan,2014,Jan 2014
22227,Kanpur,3,Signature,Bills,F,10711, India,Jul,2014,Jul 2014
22228,Chennai,7,Gold,Grocery,F,64628, India,Oct,2014,Oct 2014
22229,Pune,4,Silver,Fuel,F,276392, India,Jan,2014,Jan 2014
22230,Pune,2,Gold,Bills,M,203913, India,Dec,2013,Dec 2013
22231,Kolkata,15,Gold,Fuel,F,276783, India,Mar,2014,Mar 2014
22232,Lucknow,18,Silver,Grocery,F,91221, India,Aug,2014,Aug 2014
22233,Lucknow,11,Signature,Grocery,F,277761, India,Dec,2013,Dec 2013
22234,Kanpur,16,Gold,Bills,M,77489, India,Apr,2015,Apr 2015
22235,Kolkata,8,Platinum,Bills,M,262130, India,Aug,2014,Aug 2014
22236,Surat,22,Signature,Food,F,95100, India,Oct,2014,Oct 2014
22237,Kolkata,26,Silver,Fuel,M,88546, India,Mar,2014,Mar 2014
22238,Kolkata,19,Signature,Fuel,F,247675, India,Feb,2015,Feb 2015
22239,Pune,27,Platinum,Bills,M,228459, India,Jun,2014,Jun 2014
22240,Jaipur,3,Silver,Bills,M,136051, India,Aug,2014,Aug 2014
22241,Pune,1,Signature,Food,M,158862, India,Nov,2013,Nov 2013
22242,Lucknow,27,Signature,Bills,F,6847, India,Sep,2014,Sep 2014
22243,Jaipur,21,Signature,Fuel,F,262094, India,Aug,2014,Aug 2014
22244,Kanpur,4,Gold,Fuel,M,81324, India,Nov,2013,Nov 2013
22245,Chennai,2,Platinum,Grocery,F,233546, India,Jan,2014,Jan 2014
22246,Lucknow,23,Silver,Entertainment,F,266329, India,Dec,2014,Dec 2014
22247,Chennai,22,Signature,Grocery,F,157235, India,Aug,2014,Aug 2014
22248,Pune,27,Signature,Fuel,M,146889, India,Nov,2014,Nov 2014
22249,Chennai,28,Gold,Fuel,M,28842, India,Feb,2015,Feb 2015
22250,Lucknow,6,Signature,Grocery,F,5509, India,Apr,2015,Apr 2015
22251,Kanpur,14,Signature,Grocery,M,19581, India,Jun,2014,Jun 2014
22252,Lucknow,25,Platinum,Bills,M,84428, India,Nov,2014,Nov 2014
22253,Pune,2,Signature,Entertainment,F,83288, India,Feb,2015,Feb 2015
22254,Hyderabad,22,Silver,Fuel,M,45293, India,Jan,2014,Jan 2014
22255,Hyderabad,3,Silver,Fuel,M,73784, India,Apr,2014,Apr 2014
22256,Kanpur,25,Silver,Food,M,154340, India,Mar,2014,Mar 2014
22257,Kolkata,30,Platinum,Fuel,M,189462, India,Dec,2014,Dec 2014
22258,Hyderabad,24,Silver,Entertainment,F,121229, India,Nov,2013,Nov 2013
22259,Hyderabad,12,Silver,Fuel,F,100883, India,Nov,2013,Nov 2013
22260,Hyderabad,5,Silver,Grocery,F,275619, India,Jan,2015,Jan 2015
22261,Hyderabad,9,Signature,Grocery,F,70535, India,Feb,2014,Feb 2014
22262,Jaipur,6,Gold,Bills,F,146104, India,May,2014,May 2014
22263,Kanpur,19,Silver,Entertainment,M,94074, India,Oct,2014,Oct 2014
22264,Chennai,14,Platinum,Entertainment,M,61968, India,Jun,2014,Jun 2014
22265,Pune,18,Platinum,Fuel,M,110404, India,Sep,2014,Sep 2014
22266,Lucknow,4,Signature,Grocery,M,246222, India,Apr,2015,Apr 2015
22267,Pune,4,Gold,Food,M,289729, India,Feb,2015,Feb 2015
22268,Pune,21,Platinum,Bills,M,298181, India,Jun,2014,Jun 2014
22269,Kolkata,24,Platinum,Bills,M,271212, India,Jul,2014,Jul 2014
22270,Kolkata,9,Signature,Entertainment,M,137973, India,Sep,2014,Sep 2014
22271,Kanpur,30,Platinum,Grocery,F,30214, India,Dec,2013,Dec 2013
22272,Jaipur,28,Platinum,Food,F,119088, India,Oct,2014,Oct 2014
22273,Jaipur,13,Signature,Bills,F,269796, India,Feb,2014,Feb 2014
22274,Hyderabad,14,Gold,Fuel,M,137565, India,Nov,2014,Nov 2014
22275,Lucknow,29,Signature,Grocery,M,214271, India,Nov,2014,Nov 2014
22276,Kolkata,19,Platinum,Entertainment,M,32928, India,Jun,2014,Jun 2014
22277,Hyderabad,22,Platinum,Food,M,288986, India,May,2014,May 2014
22278,Jaipur,20,Signature,Entertainment,F,128804, India,Jun,2014,Jun 2014
22279,Kanpur,12,Signature,Bills,F,219193, India,Jan,2014,Jan 2014
22280,Jaipur,18,Platinum,Fuel,M,118552, India,Feb,2014,Feb 2014
22281,Lucknow,11,Platinum,Bills,M,276080, India,Aug,2014,Aug 2014
22282,Lucknow,15,Signature,Fuel,F,295638, India,May,2014,May 2014
22283,Pune,18,Platinum,Food,F,170991, India,Dec,2014,Dec 2014
22284,Jaipur,19,Gold,Bills,M,161865, India,Oct,2013,Oct 2013
22285,Hyderabad,21,Gold,Bills,F,195784, India,Sep,2014,Sep 2014
22286,Jaipur,12,Gold,Food,M,127947, India,Apr,2015,Apr 2015
22287,Hyderabad,4,Silver,Bills,M,288703, India,Feb,2015,Feb 2015
22288,Pune,23,Silver,Grocery,F,7362, India,Jan,2014,Jan 2014
22289,Jaipur,2,Gold,Food,F,106028, India,Nov,2013,Nov 2013
22290,Hyderabad,29,Platinum,Entertainment,F,48832, India,Oct,2014,Oct 2014
22291,Lucknow,22,Silver,Food,F,240855, India,Dec,2013,Dec 2013
22292,Kanpur,17,Silver,Entertainment,F,142921, India,Mar,2015,Mar 2015
22293,Kolkata,12,Platinum,Fuel,F,49969, India,Mar,2015,Mar 2015
22294,Kolkata,29,Gold,Entertainment,M,137684, India,Nov,2013,Nov 2013
22295,Kolkata,19,Signature,Grocery,M,31481, India,Aug,2014,Aug 2014
22296,Kolkata,24,Signature,Grocery,M,9319, India,Oct,2014,Oct 2014
22297,Pune,1,Platinum,Entertainment,M,40868, India,Mar,2015,Mar 2015
22298,Kanpur,15,Platinum,Bills,F,254980, India,Oct,2013,Oct 2013
22299,Kolkata,11,Platinum,Grocery,M,258573, India,Nov,2013,Nov 2013
22300,Kolkata,30,Platinum,Food,F,148510, India,Oct,2014,Oct 2014
22301,Chennai,21,Platinum,Food,M,243253, India,Jul,2014,Jul 2014
22302,Kanpur,23,Platinum,Entertainment,M,286069, India,Oct,2014,Oct 2014
22303,Pune,30,Silver,Food,M,72493, India,Mar,2014,Mar 2014
22304,Lucknow,16,Gold,Grocery,F,269507, India,Dec,2013,Dec 2013
22305,Pune,12,Platinum,Bills,M,180998, India,Mar,2014,Mar 2014
22306,Pune,18,Silver,Bills,F,92897, India,Dec,2013,Dec 2013
22307,Chennai,23,Signature,Entertainment,F,24392, India,Nov,2014,Nov 2014
22308,Pune,24,Signature,Bills,F,62779, India,Oct,2013,Oct 2013
22309,Kolkata,13,Signature,Grocery,F,242557, India,Sep,2014,Sep 2014
22310,Kolkata,13,Gold,Grocery,F,179571, India,Jul,2014,Jul 2014
22311,Kolkata,19,Gold,Fuel,F,178453, India,Aug,2014,Aug 2014
22312,Kanpur,21,Platinum,Food,F,115496, India,Sep,2014,Sep 2014
22313,Jaipur,30,Silver,Food,M,246318, India,Jan,2015,Jan 2015
22314,Kanpur,14,Signature,Fuel,M,109399, India,Feb,2015,Feb 2015
22315,Kanpur,22,Platinum,Food,F,288507, India,Apr,2014,Apr 2014
22316,Kolkata,6,Signature,Grocery,M,244868, India,Jun,2014,Jun 2014
22317,Surat,18,Silver,Entertainment,M,45725, India,May,2014,May 2014
22318,Chennai,5,Platinum,Grocery,F,268384, India,Nov,2014,Nov 2014
22319,Jaipur,8,Silver,Food,M,264641, India,Jan,2015,Jan 2015
22320,Lucknow,24,Silver,Bills,M,37905, India,Mar,2015,Mar 2015
22321,Chennai,5,Signature,Food,F,120593, India,Nov,2014,Nov 2014
22322,Kolkata,3,Signature,Food,F,74009, India,Apr,2014,Apr 2014
22323,Pune,21,Signature,Bills,M,185258, India,May,2015,May 2015
22324,Kanpur,14,Platinum,Bills,F,282423, India,Jan,2015,Jan 2015
22325,Lucknow,24,Gold,Fuel,F,170436, India,Feb,2014,Feb 2014
22326,Lucknow,13,Signature,Bills,M,21627, India,Mar,2014,Mar 2014
22327,Chennai,5,Silver,Entertainment,F,10753, India,Jun,2014,Jun 2014
22328,Kolkata,15,Platinum,Fuel,F,41411, India,Apr,2015,Apr 2015
22329,Chennai,9,Gold,Grocery,F,21104, India,Apr,2014,Apr 2014
22330,Chennai,21,Signature,Bills,F,128615, India,Apr,2015,Apr 2015
22331,Kolkata,27,Signature,Entertainment,M,11526, India,Jul,2014,Jul 2014
22332,Surat,26,Gold,Grocery,M,23316, India,Jan,2015,Jan 2015
22333,Hyderabad,13,Platinum,Food,F,202518, India,Jun,2014,Jun 2014
22334,Kolkata,31,Silver,Grocery,F,158506, India,Mar,2015,Mar 2015
22335,Surat,5,Silver,Bills,M,6222, India,Dec,2013,Dec 2013
22336,Pune,3,Platinum,Grocery,M,40910, India,Jan,2015,Jan 2015
22337,Kolkata,6,Platinum,Grocery,M,117828, India,May,2014,May 2014
22338,Chennai,9,Platinum,Entertainment,M,148511, India,Jul,2014,Jul 2014
22339,Kolkata,7,Signature,Entertainment,F,174189, India,Aug,2014,Aug 2014
22340,Surat,21,Platinum,Entertainment,M,112720, India,Jul,2014,Jul 2014
22341,Hyderabad,26,Platinum,Entertainment,M,171338, India,May,2015,May 2015
22342,Lucknow,23,Gold,Bills,F,79236, India,Jun,2014,Jun 2014
22343,Jaipur,1,Platinum,Entertainment,M,165237, India,Nov,2013,Nov 2013
22344,Surat,27,Signature,Bills,M,59586, India,Feb,2015,Feb 2015
22345,Pune,22,Gold,Food,M,286134, India,Jun,2014,Jun 2014
22346,Hyderabad,30,Platinum,Fuel,F,19731, India,Jan,2015,Jan 2015
22347,Hyderabad,13,Platinum,Food,M,208646, India,Mar,2014,Mar 2014
22348,Surat,4,Signature,Fuel,F,298940, India,Apr,2015,Apr 2015
22349,Surat,10,Silver,Fuel,M,280719, India,Mar,2014,Mar 2014
22350,Pune,6,Platinum,Entertainment,M,37021, India,May,2014,May 2014
22351,Chennai,26,Signature,Grocery,F,6176, India,Nov,2014,Nov 2014
22352,Surat,5,Silver,Entertainment,M,81542, India,Oct,2013,Oct 2013
22353,Surat,15,Silver,Bills,F,8845, India,Jan,2014,Jan 2014
22354,Pune,1,Platinum,Entertainment,F,288759, India,Mar,2015,Mar 2015
22355,Jaipur,31,Platinum,Food,F,114797, India,Dec,2014,Dec 2014
22356,Kolkata,6,Signature,Grocery,M,163596, India,Mar,2014,Mar 2014
22357,Hyderabad,27,Gold,Grocery,M,124529, India,Feb,2015,Feb 2015
22358,Chennai,11,Silver,Fuel,M,30508, India,May,2015,May 2015
22359,Surat,25,Platinum,Fuel,F,177865, India,Jan,2014,Jan 2014
22360,Kolkata,9,Signature,Entertainment,F,33114, India,Jul,2014,Jul 2014
22361,Jaipur,10,Platinum,Grocery,M,12037, India,Jan,2015,Jan 2015
22362,Hyderabad,16,Signature,Entertainment,M,105563, India,Oct,2014,Oct 2014
22363,Chennai,21,Platinum,Entertainment,F,117192, India,Jun,2014,Jun 2014
22364,Kanpur,18,Silver,Bills,F,206488, India,Sep,2014,Sep 2014
22365,Hyderabad,28,Signature,Entertainment,F,127432, India,Dec,2014,Dec 2014
22366,Lucknow,25,Signature,Entertainment,F,149220, India,Jan,2014,Jan 2014
22367,Jaipur,4,Signature,Grocery,M,102605, India,Oct,2014,Oct 2014
22368,Pune,27,Signature,Food,M,154909, India,Apr,2014,Apr 2014
22369,Kanpur,17,Silver,Grocery,F,248045, India,Jan,2014,Jan 2014
22370,Kolkata,13,Signature,Food,F,100219, India,Oct,2014,Oct 2014
22371,Pune,23,Platinum,Grocery,F,214779, India,Jul,2014,Jul 2014
22372,Lucknow,6,Gold,Food,F,257840, India,Nov,2013,Nov 2013
22373,Pune,14,Platinum,Food,F,82542, India,Aug,2014,Aug 2014
22374,Lucknow,30,Gold,Grocery,F,183873, India,Jun,2014,Jun 2014
22375,Pune,17,Signature,Food,F,264549, India,Mar,2014,Mar 2014
22376,Lucknow,7,Silver,Food,M,204983, India,May,2014,May 2014
22377,Surat,25,Platinum,Entertainment,F,37019, India,Mar,2015,Mar 2015
22378,Pune,2,Gold,Fuel,M,55829, India,Oct,2014,Oct 2014
22379,Chennai,26,Silver,Entertainment,F,114398, India,Oct,2013,Oct 2013
22380,Jaipur,19,Silver,Food,M,82499, India,May,2014,May 2014
22381,Lucknow,7,Gold,Bills,M,248735, India,May,2015,May 2015
22382,Surat,12,Signature,Fuel,F,37936, India,Jun,2014,Jun 2014
22383,Jaipur,18,Silver,Food,M,86699, India,May,2015,May 2015
22384,Surat,8,Silver,Grocery,F,190870, India,Aug,2014,Aug 2014
22385,Hyderabad,13,Platinum,Grocery,F,92144, India,Apr,2014,Apr 2014
22386,Lucknow,17,Signature,Grocery,M,136212, India,Feb,2015,Feb 2015
22387,Lucknow,31,Silver,Food,M,253043, India,Jan,2015,Jan 2015
22388,Surat,9,Silver,Food,F,164375, India,Dec,2014,Dec 2014
22389,Hyderabad,25,Signature,Bills,M,120111, India,Nov,2013,Nov 2013
22390,Lucknow,13,Silver,Grocery,F,284553, India,Mar,2015,Mar 2015
22391,Jaipur,12,Gold,Grocery,F,125596, India,Jun,2014,Jun 2014
22392,Pune,16,Platinum,Bills,M,126784, India,Apr,2014,Apr 2014
22393,Lucknow,21,Signature,Entertainment,M,74003, India,Mar,2015,Mar 2015
22394,Lucknow,28,Platinum,Entertainment,M,247349, India,Mar,2015,Mar 2015
22395,Chennai,31,Gold,Fuel,M,245806, India,Mar,2015,Mar 2015
22396,Pune,18,Silver,Fuel,M,247664, India,Dec,2013,Dec 2013
22397,Jaipur,17,Signature,Grocery,F,88241, India,Feb,2015,Feb 2015
22398,Kolkata,16,Silver,Bills,F,64018, India,Nov,2013,Nov 2013
22399,Kanpur,8,Signature,Grocery,F,244340, India,Sep,2014,Sep 2014
22400,Kolkata,4,Signature,Fuel,M,94359, India,Jul,2014,Jul 2014
22401,Kanpur,18,Platinum,Food,M,161097, India,Nov,2013,Nov 2013
22402,Chennai,27,Gold,Fuel,F,63133, India,Jul,2014,Jul 2014
22403,Kanpur,9,Signature,Entertainment,M,133718, India,Oct,2014,Oct 2014
22404,Chennai,11,Signature,Grocery,F,55624, India,Jan,2014,Jan 2014
22405,Kanpur,2,Platinum,Food,M,288499, India,Jan,2015,Jan 2015
22406,Kanpur,23,Gold,Grocery,M,71529, India,Nov,2013,Nov 2013
22407,Jaipur,31,Silver,Entertainment,F,285281, India,Jan,2015,Jan 2015
22408,Jaipur,11,Silver,Fuel,M,249567, India,Aug,2014,Aug 2014
22409,Pune,15,Signature,Fuel,F,40823, India,Apr,2015,Apr 2015
22410,Jaipur,29,Gold,Food,M,52745, India,Oct,2013,Oct 2013
22411,Hyderabad,16,Signature,Entertainment,F,146191, India,May,2015,May 2015
22412,Chennai,14,Signature,Bills,F,3696, India,May,2015,May 2015
22413,Chennai,20,Gold,Grocery,M,149453, India,Sep,2014,Sep 2014
22414,Kanpur,21,Platinum,Grocery,F,118720, India,Dec,2013,Dec 2013
22415,Surat,10,Silver,Entertainment,F,80996, India,Oct,2014,Oct 2014
22416,Pune,17,Gold,Fuel,F,272040, India,May,2015,May 2015
22417,Pune,12,Silver,Entertainment,M,232300, India,Jan,2015,Jan 2015
22418,Chennai,22,Signature,Bills,M,83148, India,Mar,2015,Mar 2015
22419,Kolkata,27,Signature,Grocery,M,227657, India,Nov,2013,Nov 2013
22420,Jaipur,5,Platinum,Grocery,M,47330, India,Jan,2015,Jan 2015
22421,Lucknow,2,Signature,Food,M,186739, India,Mar,2014,Mar 2014
22422,Surat,17,Signature,Entertainment,F,90628, India,Oct,2014,Oct 2014
22423,Pune,22,Silver,Entertainment,F,151094, India,May,2015,May 2015
22424,Chennai,14,Silver,Fuel,M,211744, India,Oct,2014,Oct 2014
22425,Jaipur,1,Silver,Entertainment,M,139154, India,Nov,2013,Nov 2013
22426,Kolkata,4,Silver,Entertainment,M,269265, India,Apr,2014,Apr 2014
22427,Kolkata,13,Gold,Grocery,F,113897, India,Jan,2015,Jan 2015
22428,Jaipur,20,Silver,Grocery,F,47752, India,Jan,2014,Jan 2014
22429,Jaipur,18,Platinum,Bills,M,293317, India,May,2014,May 2014
22430,Chennai,22,Signature,Grocery,F,207355, India,Oct,2014,Oct 2014
22431,Pune,13,Gold,Grocery,M,163872, India,Mar,2015,Mar 2015
22432,Hyderabad,27,Signature,Entertainment,M,22789, India,Jan,2014,Jan 2014
22433,Pune,31,Signature,Entertainment,M,38759, India,May,2014,May 2014
22434,Chennai,14,Signature,Grocery,M,182847, India,Dec,2013,Dec 2013
22435,Kanpur,7,Gold,Fuel,M,79531, India,Nov,2013,Nov 2013
22436,Kanpur,12,Signature,Grocery,M,174115, India,Sep,2014,Sep 2014
22437,Kolkata,8,Silver,Food,M,46588, India,Nov,2013,Nov 2013
22438,Lucknow,15,Gold,Entertainment,F,169636, India,Aug,2014,Aug 2014
22439,Lucknow,4,Signature,Grocery,M,62726, India,Dec,2014,Dec 2014
22440,Pune,3,Signature,Grocery,M,60572, India,Jan,2015,Jan 2015
22441,Pune,12,Signature,Grocery,F,64730, India,Apr,2015,Apr 2015
22442,Kanpur,28,Gold,Fuel,M,67816, India,Jan,2014,Jan 2014
22443,Pune,24,Gold,Bills,M,208290, India,Jun,2014,Jun 2014
22444,Lucknow,22,Platinum,Food,M,276593, India,Mar,2015,Mar 2015
22445,Surat,15,Signature,Grocery,F,141514, India,Oct,2013,Oct 2013
22446,Jaipur,27,Platinum,Grocery,M,276801, India,Feb,2014,Feb 2014
22447,Jaipur,28,Gold,Grocery,M,127445, India,Nov,2013,Nov 2013
22448,Kolkata,26,Platinum,Entertainment,M,69660, India,May,2015,May 2015
22449,Kolkata,13,Signature,Grocery,M,55387, India,Apr,2014,Apr 2014
22450,Surat,18,Platinum,Fuel,M,240521, India,Nov,2013,Nov 2013
22451,Lucknow,6,Signature,Grocery,M,81553, India,May,2015,May 2015
22452,Hyderabad,8,Gold,Fuel,M,7884, India,Apr,2014,Apr 2014
22453,Hyderabad,12,Gold,Bills,M,125721, India,Jul,2014,Jul 2014
22454,Chennai,1,Gold,Grocery,M,88517, India,Jan,2015,Jan 2015
22455,Pune,14,Silver,Bills,M,82698, India,Apr,2015,Apr 2015
22456,Chennai,13,Gold,Food,M,85323, India,Jun,2014,Jun 2014
22457,Jaipur,11,Silver,Fuel,M,291882, India,Jul,2014,Jul 2014
22458,Lucknow,26,Signature,Grocery,F,75626, India,Feb,2014,Feb 2014
22459,Surat,16,Silver,Bills,F,116317, India,Mar,2014,Mar 2014
22460,Chennai,18,Platinum,Entertainment,F,256228, India,Mar,2014,Mar 2014
22461,Surat,11,Platinum,Fuel,M,17169, India,Nov,2013,Nov 2013
22462,Lucknow,28,Gold,Food,M,278661, India,Aug,2014,Aug 2014
22463,Kolkata,11,Silver,Bills,M,256130, India,Jan,2015,Jan 2015
22464,Chennai,5,Silver,Fuel,M,109083, India,Nov,2013,Nov 2013
22465,Kolkata,23,Gold,Fuel,F,279674, India,Jul,2014,Jul 2014
22466,Surat,14,Signature,Grocery,M,94036, India,Jan,2014,Jan 2014
22467,Kanpur,1,Platinum,Bills,F,219140, India,Dec,2013,Dec 2013
22468,Surat,21,Silver,Food,F,241292, India,Oct,2014,Oct 2014
22469,Jaipur,30,Signature,Grocery,M,199996, India,Sep,2014,Sep 2014
22470,Lucknow,11,Platinum,Food,F,243209, India,Sep,2014,Sep 2014
22471,Jaipur,3,Signature,Grocery,F,138278, India,Feb,2015,Feb 2015
22472,Pune,21,Silver,Fuel,F,53876, India,May,2015,May 2015
22473,Pune,16,Platinum,Entertainment,F,204492, India,Sep,2014,Sep 2014
22474,Pune,10,Signature,Food,M,246446, India,Feb,2014,Feb 2014
22475,Jaipur,12,Gold,Fuel,F,224201, India,Sep,2014,Sep 2014
22476,Hyderabad,27,Silver,Food,F,89861, India,Sep,2014,Sep 2014
22477,Lucknow,2,Signature,Entertainment,M,138889, India,Dec,2014,Dec 2014
22478,Jaipur,15,Gold,Food,F,55531, India,Dec,2013,Dec 2013
22479,Surat,26,Signature,Entertainment,F,178800, India,May,2015,May 2015
22480,Hyderabad,1,Silver,Food,F,34408, India,Apr,2014,Apr 2014
22481,Chennai,14,Silver,Food,M,25255, India,May,2015,May 2015
22482,Kolkata,27,Silver,Entertainment,M,203454, India,Sep,2014,Sep 2014
22483,Pune,15,Gold,Fuel,F,66772, India,Apr,2014,Apr 2014
22484,Surat,15,Signature,Bills,M,197907, India,Apr,2015,Apr 2015
22485,Chennai,27,Gold,Grocery,M,41520, India,Mar,2014,Mar 2014
